"drugName","activeIngredients","fever","vomit","arthritis"
"CARDIOPLEGIC IN PLASTIC CONTAINER","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"CARDIOQUIN","QUINIDINE POLYGALACTURONATE",FALSE,FALSE,FALSE
"CARDIOTEC","TECHNETIUM TC-99M TEBOROXIME KIT",FALSE,FALSE,FALSE
"CARDIZEM","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARDIZEM CD","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARDIZEM LA","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARDIZEM SR","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARDRASE","ETHOXZOLAMIDE",FALSE,FALSE,FALSE
"CARDURA","DOXAZOSIN MESYLATE",FALSE,FALSE,FALSE
"CARDURA XL","DOXAZOSIN MESYLATE",FALSE,FALSE,FALSE
"CARFILZOMIB","CARFILZOMIB",FALSE,FALSE,FALSE
"CARGLUMIC ACID","CARGLUMIC ACID",FALSE,FALSE,FALSE
"CARISOPRODOL","CARISOPRODOL",FALSE,FALSE,FALSE
"CARISOPRODOL AND ASPIRIN","ASPIRIN; CARISOPRODOL",FALSE,FALSE,FALSE
"CARISOPRODOL COMPOUND","ASPIRIN; CARISOPRODOL",FALSE,FALSE,FALSE
"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE","ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE",FALSE,FALSE,FALSE
"CARMOL HC","HYDROCORTISONE ACETATE",FALSE,FALSE,FALSE
"CARMUSTINE","CARMUSTINE",FALSE,FALSE,FALSE
"CARNEXIV","CARBAMAZEPINE",FALSE,FALSE,FALSE
"CARNITOR","LEVOCARNITINE",FALSE,FALSE,FALSE
"CARNITOR SF","LEVOCARNITINE",FALSE,FALSE,FALSE
"CAROSPIR","SPIRONOLACTONE",FALSE,FALSE,FALSE
"CARTEOLOL HYDROCHLORIDE","CARTEOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARTIA XT","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARTROL","CARTEOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"CARVEDILOL","CARVEDILOL",FALSE,FALSE,FALSE
"CARVEDILOL PHOSPHATE","CARVEDILOL PHOSPHATE",FALSE,FALSE,FALSE
"CASODEX","BICALUTAMIDE",FALSE,FALSE,FALSE
"CASPOFUNGIN ACETATE","CASPOFUNGIN ACETATE",FALSE,FALSE,FALSE
"CASPORYN HC","HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE",FALSE,FALSE,FALSE
"CASSIPA","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CATAFLAM","DICLOFENAC POTASSIUM",FALSE,FALSE,FALSE
"CATAPRES","CLONIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CATAPRES-TTS-1","CLONIDINE",FALSE,FALSE,FALSE
"CATAPRES-TTS-2","CLONIDINE",FALSE,FALSE,FALSE
"CATAPRES-TTS-3","CLONIDINE",FALSE,FALSE,FALSE
"CATHFLO ACTIVASE","ALTEPLASE",FALSE,FALSE,FALSE
"CAVERJECT","ALPROSTADIL",FALSE,FALSE,FALSE
"CAVERJECT IMPULSE","ALPROSTADIL",FALSE,FALSE,FALSE
"CAYSTON","AZTREONAM",FALSE,FALSE,FALSE
"CECLOR","CEFACLOR",FALSE,FALSE,FALSE
"CECLOR CD","CEFACLOR",FALSE,FALSE,FALSE
"CEDAX","CEFTIBUTEN DIHYDRATE",FALSE,FALSE,FALSE
"CEDILANID-D","DESLANOSIDE",FALSE,FALSE,FALSE
"CEFACLOR","CEFACLOR",FALSE,FALSE,FALSE
"CEFADROXIL","CEFADROXIL/CEFADROXIL HEMIHYDRATE",FALSE,FALSE,FALSE
"CEFADYL","CEPHAPIRIN SODIUM",FALSE,FALSE,FALSE
"CEFAZOLIN AND DEXTROSE","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"CEFAZOLIN IN PLASTIC CONTAINER","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"CEFAZOLIN SODIUM","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"CEFDINIR","CEFDINIR",FALSE,FALSE,FALSE
"CEFEPIME AND DEXTROSE IN DUPLEX CONTAINER","CEFEPIME HYDROCHLORIDE",FALSE,FALSE,FALSE
"CEFEPIME HYDROCHLORIDE","CEFEPIME HYDROCHLORIDE",FALSE,FALSE,FALSE
"CEFEPIME HYDROCHLORIDE IN PLASTIC CONTAINER","CEFEPIME HYDROCHLORIDE",FALSE,FALSE,FALSE
"CEFEPIME IN PLASTIC CONTAINER","CEFEPIME HYDROCHLORIDE",FALSE,FALSE,FALSE
"CEFIXIME","CEFIXIME",FALSE,FALSE,FALSE
"CEFIZOX","CEFTIZOXIME SODIUM",FALSE,FALSE,FALSE
"CEFIZOX IN DEXTROSE 5% IN PLASTIC CONTAINER","CEFTIZOXIME SODIUM",FALSE,FALSE,FALSE
"CEFIZOX IN PLASTIC CONTAINER","CEFTIZOXIME SODIUM",FALSE,FALSE,FALSE
"CEFMAX","CEFMENOXIME HYDROCHLORIDE",FALSE,FALSE,FALSE
"CEFOBID","CEFOPERAZONE SODIUM",FALSE,FALSE,FALSE
"CEFOBID IN PLASTIC CONTAINER","CEFOPERAZONE SODIUM",FALSE,FALSE,FALSE
"CEFOTAN","CEFOTETAN DISODIUM",FALSE,FALSE,FALSE
"CEFOTAN IN PLASTIC CONTAINER","CEFOTETAN DISODIUM",FALSE,FALSE,FALSE
"CEFOTAXIME","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CEFOTAXIME SODIUM","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CEFOTETAN","CEFOTETAN DISODIUM",FALSE,FALSE,FALSE
"CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER","CEFOTETAN DISODIUM",FALSE,FALSE,FALSE
"CEFOXITIN","CEFOXITIN SODIUM",FALSE,FALSE,FALSE
"CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER","CEFOXITIN SODIUM",FALSE,FALSE,FALSE
"CEFOXITIN IN PLASTIC CONTAINER","CEFOXITIN SODIUM",FALSE,FALSE,FALSE
"CEFPIRAMIDE SODIUM","CEFPIRAMIDE SODIUM",FALSE,FALSE,FALSE
"CEFPODOXIME PROXETIL","CEFPODOXIME PROXETIL",FALSE,FALSE,FALSE
"CEFPROZIL","CEFPROZIL",FALSE,FALSE,FALSE
"CEFTAROLINE FOSAMIL","CEFTAROLINE FOSAMIL",FALSE,FALSE,FALSE
"CEFTAZIDIME","CEFTAZIDIME",FALSE,FALSE,FALSE
"CEFTAZIDIME IN DEXTROSE CONTAINER","CEFTAZIDIME",FALSE,FALSE,FALSE
"CEFTAZIDIME SODIUM IN PLASTIC CONTAINER","CEFTAZIDIME SODIUM",FALSE,FALSE,FALSE
"CEFTIN","CEFUROXIME AXETIL",FALSE,FALSE,FALSE
"CEFTRIAXONE","CEFTRIAXONE SODIUM",FALSE,FALSE,FALSE
"CEFTRIAXONE AND DEXTROSE IN DUPLEX CONTAINER","CEFTRIAXONE SODIUM",FALSE,FALSE,FALSE
"CEFTRIAXONE IN PLASTIC CONTAINER","CEFTRIAXONE SODIUM",FALSE,FALSE,FALSE
"CEFTRIAXONE SODIUM","CEFTRIAXONE SODIUM",FALSE,FALSE,FALSE
"CEFUROXIME","CEFUROXIME",FALSE,FALSE,FALSE
"CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER","CEFUROXIME SODIUM",FALSE,FALSE,FALSE
"CEFUROXIME AXETIL","CEFUROXIME AXETIL",FALSE,FALSE,FALSE
"CEFUROXIME SODIUM","CEFUROXIME SODIUM",FALSE,FALSE,FALSE
"CEFUROXIME SODIUM IN PLASTIC CONTAINER","CEFUROXIME SODIUM",FALSE,FALSE,FALSE
"CEFZIL","CEFPROZIL",FALSE,FALSE,FALSE
"CELEBREX","CELECOXIB",FALSE,FALSE,FALSE
"CELECOXIB","CELECOXIB",FALSE,FALSE,FALSE
"CELESTONE","BETAMETHASONE",FALSE,FALSE,FALSE
"CELESTONE SOLUSPAN","BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE",FALSE,FALSE,FALSE
"CELEXA","CITALOPRAM HYDROBROMIDE",FALSE,FALSE,FALSE
"CELLCEPT","MYCOPHENOLATE MOFETIL",FALSE,FALSE,FALSE
"CELONTIN","METHSUXIMIDE",FALSE,FALSE,FALSE
"CENESTIN","ESTROGENS, CONJUGATED SYNTHETIC A",FALSE,FALSE,FALSE
"CENTANY","MUPIROCIN",FALSE,FALSE,FALSE
"CENTRAX","PRAZEPAM",FALSE,FALSE,FALSE
"CEPHALEXIN","CEPHALEXIN",FALSE,FALSE,FALSE
"CEPHALOTHIN","CEPHALOTHIN SODIUM",FALSE,FALSE,FALSE
"CEPHALOTHIN SODIUM","CEPHALOTHIN SODIUM",FALSE,FALSE,FALSE
"CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER","CEPHALOTHIN SODIUM",FALSE,FALSE,FALSE
"CEPHALOTHIN SODIUM W/ SODIUM CHLORIDE IN PLASTIC CONTAINER","CEPHALOTHIN SODIUM",FALSE,FALSE,FALSE
"CEPHAPIRIN SODIUM","CEPHAPIRIN SODIUM",FALSE,FALSE,FALSE
"CEPHRADINE","CEPHRADINE",FALSE,FALSE,FALSE
"CEPHULAC","LACTULOSE",FALSE,FALSE,FALSE
"CEPTAZ","CEFTAZIDIME",FALSE,FALSE,FALSE
"CEQUA","CYCLOSPORINE",FALSE,FALSE,FALSE
"CERADON","CEFOTIAM HYDROCHLORIDE",FALSE,FALSE,FALSE
"CERDELGA","ELIGLUSTAT TARTRATE",FALSE,FALSE,FALSE
"CEREBYX","FOSPHENYTOIN SODIUM",FALSE,FALSE,FALSE
"CERETEC","TECHNETIUM TC-99M EXAMETAZIME KIT",FALSE,FALSE,FALSE
"CEREZYME","IMIGLUCERASE",FALSE,FALSE,FALSE
"CERIANNA","FLUOROESTRADIOL F-18",FALSE,FALSE,FALSE
"CERINTA","ETHINYL ESTRADIOL; LEVONORGESTREL",FALSE,FALSE,FALSE
"CERUBIDINE","DAUNORUBICIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CERUMENEX","TROLAMINE POLYPEPTIDE OLEATE CONDENSATE",FALSE,FALSE,FALSE
"CERVIDIL","DINOPROSTONE",FALSE,FALSE,FALSE
"CESAMET","NABILONE",FALSE,FALSE,FALSE
"CETACORT","HYDROCORTISONE",FALSE,FALSE,FALSE
"CETAMIDE","SULFACETAMIDE SODIUM",FALSE,FALSE,FALSE
"CETAPRED","PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM",FALSE,FALSE,FALSE
"CETIRIZINE HYDROCHLORIDE","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETIRIZINE HYDROCHLORIDE ALLERGY","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE","CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETIRIZINE HYDROCHLORIDE HIVES","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETIRIZINE HYDROCHLORIDE HIVES RELIEF","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETRAXAL","CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CETROTIDE","CETRORELIX",FALSE,FALSE,FALSE
"CETYLEV","ACETYLCYSTEINE",FALSE,FALSE,FALSE
"CEVIMELINE HYDROCHLORIDE","CEVIMELINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHABELINA FE","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"CHANTIX","VARENICLINE TARTRATE",FALSE,FALSE,FALSE
"CHEMET","SUCCIMER",FALSE,FALSE,FALSE
"CHENIX","CHENODIOL",FALSE,FALSE,FALSE
"CHENODIOL","CHENODIOL",FALSE,FALSE,FALSE
"CHG SCRUB","CHLORHEXIDINE GLUCONATE",FALSE,FALSE,FALSE
"CHIBROXIN","NORFLOXACIN",FALSE,FALSE,FALSE
"CHILDREN'S ADVIL","IBUPROFEN",FALSE,FALSE,FALSE
"CHILDREN'S ADVIL ALLERGY SINUS","CHLORPHENIRAMINE MALEATE; IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ADVIL COLD","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ADVIL-FLAVORED","IBUPROFEN",FALSE,FALSE,FALSE
"CHILDREN'S ALLEGRA ALLERGY","FEXOFENADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ALLEGRA HIVES","FEXOFENADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ASTEPRO ALLERGY","AZELASTINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S CLARITIN","LORATADINE",FALSE,FALSE,FALSE
"CHILDREN'S ELIXSURE","IBUPROFEN",FALSE,FALSE,FALSE
"CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY","FEXOFENADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES","FEXOFENADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S IBUPROFEN","IBUPROFEN",FALSE,FALSE,FALSE
"CHILDREN'S MOTRIN","IBUPROFEN",FALSE,FALSE,FALSE
"CHILDREN'S MOTRIN COLD","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ZYRTEC ALLERGY","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHILDREN'S ZYRTEC HIVES RELIEF","CETIRIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHIRHOSTIM","SECRETIN SYNTHETIC HUMAN",FALSE,FALSE,FALSE
"CHIROCAINE","LEVOBUPIVACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLOR-TRIMETON","CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE",FALSE,FALSE,FALSE
"CHLORAMPHENICOL","CHLORAMPHENICOL",FALSE,FALSE,FALSE
"CHLORAMPHENICOL SODIUM SUCCINATE","CHLORAMPHENICOL SODIUM SUCCINATE",FALSE,FALSE,FALSE
"CHLORAPREP ONE-STEP","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORAPREP ONE-STEP FREPP","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORAPREP ONE-STEP SEPP","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORAPREP SINGLE SWABSTICK","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORAPREP TRIPLE SWABSTICK","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORAPREP WITH TINT","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL",FALSE,FALSE,FALSE
"CHLORDIAZACHEL","CHLORDIAZEPOXIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE","AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE",FALSE,FALSE,FALSE
"CHLORDIAZEPOXIDE HYDROCHLORIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE",FALSE,FALSE,FALSE
"CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE",FALSE,FALSE,FALSE
"CHLORMERODRIN HG 197","CHLORMERODRIN HG-197",FALSE,FALSE,FALSE
"CHLOROFAIR","CHLORAMPHENICOL",FALSE,FALSE,FALSE
"CHLOROMYCETIN","CHLORAMPHENICOL",FALSE,FALSE,FALSE
"CHLOROMYCETIN HYDROCORTISONE","CHLORAMPHENICOL; HYDROCORTISONE ACETATE",FALSE,FALSE,FALSE
"CHLOROMYXIN","CHLORAMPHENICOL; POLYMYXIN B SULFATE",FALSE,FALSE,FALSE
"CHLOROPROCAINE HYDROCHLORIDE","CHLOROPROCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLOROPTIC","CHLORAMPHENICOL",FALSE,FALSE,FALSE
"CHLOROPTIC S.O.P.","CHLORAMPHENICOL",FALSE,FALSE,FALSE
"CHLOROPTIC-P S.O.P.","CHLORAMPHENICOL; PREDNISOLONE",FALSE,FALSE,FALSE
"CHLOROQUINE PHOSPHATE","CHLOROQUINE PHOSPHATE",FALSE,FALSE,FALSE
"CHLOROTHIAZIDE","CHLOROTHIAZIDE",FALSE,FALSE,FALSE
"CHLOROTHIAZIDE AND RESERPINE","CHLOROTHIAZIDE; RESERPINE",FALSE,FALSE,FALSE
"CHLOROTHIAZIDE SODIUM","CHLOROTHIAZIDE SODIUM",FALSE,FALSE,FALSE
"CHLOROTHIAZIDE W/ RESERPINE","CHLOROTHIAZIDE; RESERPINE",FALSE,FALSE,FALSE
"CHLOROTHIAZIDE-RESERPINE","CHLOROTHIAZIDE; RESERPINE",FALSE,FALSE,FALSE
"CHLOROTRIANISENE","CHLOROTRIANISENE",FALSE,FALSE,FALSE
"CHLORPHENIRAMINE MALEATE","CHLORPHENIRAMINE MALEATE",FALSE,FALSE,FALSE
"CHLORPROMAZINE HYDROCHLORIDE","CHLORPROMAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLORPROMAZINE HYDROCHLORIDE INTENSOL","CHLORPROMAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CHLORPROPAMIDE","CHLORPROPAMIDE",FALSE,FALSE,FALSE
"CHLORTHALIDONE","CHLORTHALIDONE",FALSE,FALSE,FALSE
"CHLORZOXAZONE","CHLORZOXAZONE",FALSE,FALSE,FALSE
"CHOLAC","LACTULOSE",FALSE,FALSE,FALSE
"CHOLBAM","CHOLIC ACID",FALSE,FALSE,FALSE
"CHOLEBRINE","IOCETAMIC ACID",FALSE,FALSE,FALSE
"CHOLEDYL","OXTRIPHYLLINE",FALSE,FALSE,FALSE
"CHOLEDYL SA","OXTRIPHYLLINE",FALSE,FALSE,FALSE
"CHOLESTYRAMINE","CHOLESTYRAMINE",FALSE,FALSE,FALSE
"CHOLESTYRAMINE LIGHT","CHOLESTYRAMINE",FALSE,FALSE,FALSE
"CHOLETEC","TECHNETIUM TC-99M MEBROFENIN KIT",FALSE,FALSE,FALSE
"CHOLINE C-11","CHOLINE C-11",FALSE,FALSE,FALSE
"CHOLOGRAFIN MEGLUMINE","IODIPAMIDE MEGLUMINE",FALSE,FALSE,FALSE
"CHOLOGRAFIN SODIUM","IODIPAMIDE SODIUM",FALSE,FALSE,FALSE
"CHOLOVUE","IODOXAMATE MEGLUMINE",FALSE,FALSE,FALSE
"CHOLOXIN","DEXTROTHYROXINE SODIUM",FALSE,FALSE,FALSE
"CHOLYBAR","CHOLESTYRAMINE",FALSE,FALSE,FALSE
"CHORIONIC GONADOTROPIN","GONADOTROPIN, CHORIONIC",FALSE,FALSE,FALSE
"CHROMALBIN","ALBUMIN CHROMATED CR-51 SERUM",FALSE,FALSE,FALSE
"CHROMIC CHLORIDE","CHROMIC CHLORIDE",FALSE,FALSE,FALSE
"CHROMIC CHLORIDE IN PLASTIC CONTAINER","CHROMIC CHLORIDE",FALSE,FALSE,FALSE
"CHROMITOPE SODIUM","SODIUM CHROMATE CR-51",FALSE,FALSE,FALSE
"CHRONULAC","LACTULOSE",FALSE,FALSE,FALSE
"CHYMEX","BENTIROMIDE",FALSE,FALSE,FALSE
"CHYMODIACTIN","CHYMOPAPAIN",FALSE,FALSE,FALSE
"CIALIS","TADALAFIL",FALSE,FALSE,FALSE
"CIBACALCIN","CALCITONIN HUMAN",FALSE,FALSE,FALSE
"CICLOPIROX","CICLOPIROX",FALSE,FALSE,FALSE
"CIDA-STAT","CHLORHEXIDINE GLUCONATE",FALSE,FALSE,FALSE
"CIDOFOVIR","CIDOFOVIR",FALSE,FALSE,FALSE
"CILOSTAZOL","CILOSTAZOL",FALSE,FALSE,FALSE
"CILOXAN","CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIMDUO","LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE",FALSE,FALSE,FALSE
"CIMETIDINE","CIMETIDINE",FALSE,FALSE,FALSE
"CIMETIDINE HYDROCHLORIDE","CIMETIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIMZIA","CERTOLIZUMAB PEGOL",FALSE,FALSE,FALSE
"CIN-QUIN","QUINIDINE SULFATE",FALSE,FALSE,FALSE
"CINACALCET HYDROCHLORIDE","CINACALCET HYDROCHLORIDE",FALSE,FALSE,FALSE
"CINNASIL","RESCINNAMINE",FALSE,FALSE,FALSE
"CINOBAC","CINOXACIN",FALSE,FALSE,FALSE
"CINOXACIN","CINOXACIN",FALSE,FALSE,FALSE
"CINQAIR","RESLIZUMAB",FALSE,FALSE,FALSE
"CINTICHEM TECHNETIUM 99M HEDSPA","TECHNETIUM TC-99M ETIDRONATE KIT",FALSE,FALSE,FALSE
"CINVANTI","APREPITANT",FALSE,FALSE,FALSE
"CIPRO","CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIPRO HC","CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE",FALSE,FALSE,FALSE
"CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER","CIPROFLOXACIN",FALSE,FALSE,FALSE
"CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIPROFLOXACIN",FALSE,FALSE,FALSE
"CIPRO XR","CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIPRODEX","CIPROFLOXACIN; DEXAMETHASONE",FALSE,FALSE,FALSE
"CIPROFLOXACIN","CIPROFLOXACIN",FALSE,FALSE,FALSE
"CIPROFLOXACIN AND DEXAMETHASONE","CIPROFLOXACIN; DEXAMETHASONE",FALSE,FALSE,FALSE
"CIPROFLOXACIN EXTENDED RELEASE","CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIPROFLOXACIN HYDROCHLORIDE","CIPROFLOXACIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CIPROFLOXACIN IN DEXTROSE 5%","CIPROFLOXACIN",FALSE,FALSE,FALSE
"CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER","CIPROFLOXACIN",FALSE,FALSE,FALSE
"CIRCANOL","ERGOLOID MESYLATES",FALSE,FALSE,FALSE
"CIS-MDP","TECHNETIUM TC-99M MEDRONATE KIT",FALSE,FALSE,FALSE
"CIS-PYRO","TECHNETIUM TC-99M PYROPHOSPHATE KIT",FALSE,FALSE,FALSE
"CISATRACURIUM BESYLATE","CISATRACURIUM BESYLATE",FALSE,FALSE,FALSE
"CISATRACURIUM BESYLATE PRESERVATIVE FREE","CISATRACURIUM BESYLATE",FALSE,FALSE,FALSE
"CISPLATIN","CISPLATIN",FALSE,FALSE,FALSE
"CITALOPRAM HYDROBROMIDE","CITALOPRAM HYDROBROMIDE",FALSE,FALSE,FALSE
"CITANEST","PRILOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CITANEST FORTE","EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CITANEST FORTE DENTAL","EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CITANEST PLAIN","PRILOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CITANEST PLAIN DENTAL","PRILOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE","CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE",FALSE,FALSE,FALSE
"CLADRIBINE","CLADRIBINE",FALSE,FALSE,FALSE
"CLAFORAN","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CLAFORAN IN DEXTROSE 5% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CLAFORAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM",FALSE,FALSE,FALSE
"CLARAVIS","ISOTRETINOIN",FALSE,FALSE,FALSE
"CLARINEX","DESLORATADINE",FALSE,FALSE,FALSE
"CLARINEX D 24 HOUR","DESLORATADINE; PSEUDOEPHEDRINE SULFATE",FALSE,FALSE,FALSE
"CLARINEX-D 12 HOUR","DESLORATADINE; PSEUDOEPHEDRINE SULFATE",FALSE,FALSE,FALSE
"CLARISCAN","GADOTERATE MEGLUMINE",FALSE,FALSE,FALSE
"CLARITHROMYCIN","CLARITHROMYCIN",FALSE,FALSE,FALSE
"CLARITIN","LORATADINE",FALSE,FALSE,FALSE
"CLARITIN HIVES RELIEF","LORATADINE",FALSE,FALSE,FALSE
"CLARITIN HIVES RELIEF REDITAB","LORATADINE",FALSE,FALSE,FALSE
"CLARITIN REDITABS","LORATADINE",FALSE,FALSE,FALSE
"CLARITIN-D","LORATADINE; PSEUDOEPHEDRINE SULFATE",FALSE,FALSE,FALSE
"CLARITIN-D 24 HOUR","LORATADINE; PSEUDOEPHEDRINE SULFATE",FALSE,FALSE,FALSE
"CLEMASTINE FUMARATE","CLEMASTINE FUMARATE",FALSE,FALSE,FALSE
"CLENPIQ","CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE",FALSE,FALSE,FALSE
"CLENZ-LYTE","POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",FALSE,FALSE,FALSE
"CLEOCIN","CLINDAMYCIN PHOSPHATE",FALSE,FALSE,FALSE
"CLEOCIN HYDROCHLORIDE","CLINDAMYCIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"CLEOCIN PHOSPHATE","CLINDAMYCIN PHOSPHATE",FALSE,FALSE,FALSE
